date,coin,close,creturns,high,log_return,low,open,returns,volume,volume_in_dollars
2023-12-31 19:00:00,BTCUSDT,42475.23,,42554.57,,42261.02,42283.58,,1271.68108,54014946.35964841
2023-12-31 19:00:00,ETHUSDT,2295.51,,2297.18,,2281.27,2281.87,,10771.9183,24727046.176833
2023-12-31 20:00:00,BTCUSDT,42613.56,1.0032567216234025,42775.0,0.003251429991338777,42431.65,42475.23,0.0032567216234025143,1196.37856,50981949.5492736
2023-12-31 20:00:00,ETHUSDT,2303.72,1.0035765472596503,2306.6,0.0035701666237381888,2292.9,2295.52,0.0035765472596502867,8413.426,19382177.744719997
2023-12-31 21:00:00,BTCUSDT,42581.1,1.0024925115178893,42638.41,-0.0007620196282424221,42500.0,42613.57,-0.0007617293650189483,685.2198,29177412.825779997
2023-12-31 21:00:00,ETHUSDT,2293.02,0.9989152737300208,2304.72,-0.004655481635045068,2291.2,2303.72,-0.004644661677634332,5808.2533,13318440.981966
2023-12-31 22:00:00,BTCUSDT,42330.49,0.9965923668924217,42586.64,-0.005902862675944491,42230.08,42581.09,-0.0058854750112139476,794.80391,33644438.9642159
2023-12-31 22:00:00,ETHUSDT,2273.81,0.9905467630286952,2294.5,-0.008412887408345053,2271.0,2293.03,-0.008377598102066286,10745.736,24433761.97416
2023-12-31 23:00:00,BTCUSDT,42399.99,0.998228614653764,42399.99,0.001640496208370165,42209.46,42330.5,0.0016418425584017182,715.4176,30333699.085823998
2023-12-31 23:00:00,ETHUSDT,2279.55,0.9930472966791695,2279.86,0.0025212164382087906,2265.24,2273.8,0.002524397377089649,9681.5762,22069637.02671
2024-01-01 00:00:00,BTCUSDT,42234.01,0.9943209253958131,42406.0,-0.003922305758748797,42180.77,42399.98,-0.00391462356476957,736.53152,31106679.580995202
2024-01-01 00:00:00,ETHUSDT,2275.89,0.991452879752212,2283.36,-0.0016068703736719628,2272.62,2279.54,-0.0016055800486939331,6705.1165,15260107.591185
2024-01-01 01:00:00,BTCUSDT,42396.69,0.9981509223140169,42424.82,0.003844472522785788,42208.68,42234.01,0.0038518719865814344,601.3725,25496203.457025
2024-01-01 01:00:00,ETHUSDT,2281.9,0.9940710343235273,2283.31,0.0026372445783263915,2274.16,2275.89,0.0026407251668578713,6056.6319,13820628.332610002
2024-01-01 02:00:00,BTCUSDT,42492.46,1.0004056481860133,42500.0,0.0022563552734720417,42396.68,42396.69,0.0022589027586823462,653.67718,27776351.4240628
2024-01-01 02:00:00,ETHUSDT,2284.67,0.9952777378447492,2287.88,0.0012131645150443573,2281.51,2281.9,0.0012139006967877286,5664.1887,12940801.997229
2024-01-01 03:00:00,BTCUSDT,42549.99,1.0017600846422727,42556.5,0.0013529715753927145,42452.58,42492.46,0.0013538872543505942,427.19365,18177085.5355635
2024-01-01 03:00:00,ETHUSDT,2287.01,0.9962971191587056,2287.38,0.0010236937862449522,2280.0,2284.68,0.0010242179395711926,5571.1935,12741375.246435001
2024-01-01 04:00:00,BTCUSDT,42649.69,1.0041073350279681,42699.32,0.002340385445299736,42537.18,42550.0,0.002343126285106134,879.62491,37515729.727777906
2024-01-01 04:00:00,ETHUSDT,2299.8,1.0018688657422534,2300.0,0.005576875060896782,2287.0,2287.01,0.005592454777198164,8083.262,18589885.9476
2024-01-01 05:00:00,BTCUSDT,42691.1,1.005082256176129,42749.36,0.0009704621494592632,42628.0,42649.69,0.0009709332002176829,856.81851,36578524.692260996
2024-01-01 05:00:00,ETHUSDT,2302.04,1.0028446837521945,2303.0,0.0009735237109125936,2297.4,2299.8,0.0009739977389338073,8188.7741,18850885.529163998
2024-01-01 06:00:00,BTCUSDT,42690.2,1.005061067356198,42762.39,-2.1081899667318664e-05,42605.21,42691.1,-2.1081677445633495e-05,785.16567,33518879.485433996
2024-01-01 06:00:00,ETHUSDT,2304.47,1.0039032720397645,2305.05,0.0010550287421060857,2299.0,2302.04,0.0010555854807039466,6050.8796,13944070.511812
